Label,Text
False,"valor de la semana pasada 476 , valor esta semana 526"
False,"valor de la semana pasada 490 , valor esta semana 500"
True,"valor de la semana pasada 329 , valor esta semana 245"
True,"valor de la semana pasada 488 , valor esta semana 136"
False,"valor de la semana pasada 342 , valor esta semana 355"
False,"valor de la semana pasada 195 , valor esta semana 196"
False,"valor de la semana pasada 110 , valor esta semana 110"
True,"valor de la semana pasada 329 , valor esta semana 99"
False,"valor de la semana pasada 88 , valor esta semana 124"
True,"valor de la semana pasada 462 , valor esta semana 287"
True,"valor de la semana pasada 396 , valor esta semana 300"
True,"valor de la semana pasada 215 , valor esta semana 143"
True,"valor de la semana pasada 417 , valor esta semana 186"
True,"valor de la semana pasada 326 , valor esta semana 322"
True,"valor de la semana pasada 302 , valor esta semana 223"
True,"valor de la semana pasada 245 , valor esta semana 30"
False,"valor de la semana pasada 192 , valor esta semana 238"
False,"valor de la semana pasada 428 , valor esta semana 460"
False,"valor de la semana pasada 151 , valor esta semana 180"
False,"valor de la semana pasada 357 , valor esta semana 383"
False,"valor de la semana pasada 431 , valor esta semana 450"
True,"valor de la semana pasada 409 , valor esta semana 347"
False,"valor de la semana pasada 392 , valor esta semana 415"
True,"valor de la semana pasada 319 , valor esta semana 229"
True,"valor de la semana pasada 346 , valor esta semana 237"
False,"valor de la semana pasada 222 , valor esta semana 259"
False,"valor de la semana pasada 425 , valor esta semana 472"
True,"valor de la semana pasada 84 , valor esta semana 77"
False,"valor de la semana pasada 176 , valor esta semana 217"
False,"valor de la semana pasada 198 , valor esta semana 224"
False,"valor de la semana pasada 419 , valor esta semana 459"
False,"valor de la semana pasada 448 , valor esta semana 498"
False,"valor de la semana pasada 188 , valor esta semana 237"
False,"valor de la semana pasada 87 , valor esta semana 125"
True,"valor de la semana pasada 55 , valor esta semana 38"
False,"valor de la semana pasada 458 , valor esta semana 501"
True,"valor de la semana pasada 328 , valor esta semana 266"
True,"valor de la semana pasada 476 , valor esta semana 116"
False,"valor de la semana pasada 289 , valor esta semana 306"
True,"valor de la semana pasada 311 , valor esta semana 246"
True,"valor de la semana pasada 85 , valor esta semana 72"
True,"valor de la semana pasada 276 , valor esta semana 159"
False,"valor de la semana pasada 413 , valor esta semana 457"
True,"valor de la semana pasada 97 , valor esta semana 65"
True,"valor de la semana pasada 359 , valor esta semana 300"
True,"valor de la semana pasada 156 , valor esta semana 72"
True,"valor de la semana pasada 187 , valor esta semana 163"
True,"valor de la semana pasada 387 , valor esta semana 291"
False,"valor de la semana pasada 335 , valor esta semana 345"
False,"valor de la semana pasada 202 , valor esta semana 247"
False,"valor de la semana pasada 467 , valor esta semana 489"
False,"valor de la semana pasada 362 , valor esta semana 387"
True,"valor de la semana pasada 337 , valor esta semana 277"
True,"valor de la semana pasada 454 , valor esta semana 342"
False,"valor de la semana pasada 218 , valor esta semana 234"
False,"valor de la semana pasada 362 , valor esta semana 404"
False,"valor de la semana pasada 65 , valor esta semana 104"
True,"valor de la semana pasada 256 , valor esta semana 140"
True,"valor de la semana pasada 439 , valor esta semana 167"
True,"valor de la semana pasada 147 , valor esta semana 123"
False,"valor de la semana pasada 134 , valor esta semana 171"
False,"valor de la semana pasada 277 , valor esta semana 323"
False,"valor de la semana pasada 125 , valor esta semana 141"
False,"valor de la semana pasada 285 , valor esta semana 293"
True,"valor de la semana pasada 448 , valor esta semana 396"
True,"valor de la semana pasada 275 , valor esta semana 222"
True,"valor de la semana pasada 255 , valor esta semana 213"
False,"valor de la semana pasada 155 , valor esta semana 174"
True,"valor de la semana pasada 84 , valor esta semana 55"
True,"valor de la semana pasada 214 , valor esta semana 55"
True,"valor de la semana pasada 145 , valor esta semana 133"
True,"valor de la semana pasada 355 , valor esta semana 140"
True,"valor de la semana pasada 399 , valor esta semana 390"
False,"valor de la semana pasada 320 , valor esta semana 359"
True,"valor de la semana pasada 276 , valor esta semana 244"
True,"valor de la semana pasada 190 , valor esta semana 74"
True,"valor de la semana pasada 98 , valor esta semana 59"
True,"valor de la semana pasada 303 , valor esta semana 116"
True,"valor de la semana pasada 168 , valor esta semana 102"
False,"valor de la semana pasada 286 , valor esta semana 310"
True,"valor de la semana pasada 158 , valor esta semana 96"
True,"valor de la semana pasada 219 , valor esta semana 58"
False,"valor de la semana pasada 159 , valor esta semana 161"
False,"valor de la semana pasada 57 , valor esta semana 87"
False,"valor de la semana pasada 213 , valor esta semana 250"
False,"valor de la semana pasada 197 , valor esta semana 222"
False,"valor de la semana pasada 131 , valor esta semana 179"
True,"valor de la semana pasada 380 , valor esta semana 45"
True,"valor de la semana pasada 57 , valor esta semana 51"
True,"valor de la semana pasada 327 , valor esta semana 224"
True,"valor de la semana pasada 180 , valor esta semana 148"
False,"valor de la semana pasada 383 , valor esta semana 383"
False,"valor de la semana pasada 68 , valor esta semana 101"
True,"valor de la semana pasada 480 , valor esta semana 170"
True,"valor de la semana pasada 449 , valor esta semana 76"
True,"valor de la semana pasada 147 , valor esta semana 111"
False,"valor de la semana pasada 116 , valor esta semana 159"
False,"valor de la semana pasada 468 , valor esta semana 510"
True,"valor de la semana pasada 279 , valor esta semana 191"
False,"valor de la semana pasada 187 , valor esta semana 228"
True,"valor de la semana pasada 375 , valor esta semana 60"
False,"valor de la semana pasada 351 , valor esta semana 388"
True,"valor de la semana pasada 139 , valor esta semana 107"
False,"valor de la semana pasada 407 , valor esta semana 440"
False,"valor de la semana pasada 81 , valor esta semana 116"
False,"valor de la semana pasada 261 , valor esta semana 306"
False,"valor de la semana pasada 500 , valor esta semana 542"
False,"valor de la semana pasada 85 , valor esta semana 132"
False,"valor de la semana pasada 362 , valor esta semana 410"
True,"valor de la semana pasada 87 , valor esta semana 36"
True,"valor de la semana pasada 127 , valor esta semana 56"
True,"valor de la semana pasada 487 , valor esta semana 52"
False,"valor de la semana pasada 77 , valor esta semana 109"
False,"valor de la semana pasada 290 , valor esta semana 296"
True,"valor de la semana pasada 210 , valor esta semana 166"
True,"valor de la semana pasada 66 , valor esta semana 38"
False,"valor de la semana pasada 252 , valor esta semana 280"
False,"valor de la semana pasada 62 , valor esta semana 79"
True,"valor de la semana pasada 96 , valor esta semana 71"
True,"valor de la semana pasada 93 , valor esta semana 85"
True,"valor de la semana pasada 246 , valor esta semana 96"
False,"valor de la semana pasada 210 , valor esta semana 226"
True,"valor de la semana pasada 456 , valor esta semana 89"
False,"valor de la semana pasada 488 , valor esta semana 494"
False,"valor de la semana pasada 267 , valor esta semana 299"
True,"valor de la semana pasada 335 , valor esta semana 203"
False,"valor de la semana pasada 310 , valor esta semana 347"
True,"valor de la semana pasada 296 , valor esta semana 259"
False,"valor de la semana pasada 318 , valor esta semana 364"
False,"valor de la semana pasada 482 , valor esta semana 526"
False,"valor de la semana pasada 316 , valor esta semana 334"
True,"valor de la semana pasada 430 , valor esta semana 219"
False,"valor de la semana pasada 249 , valor esta semana 255"
True,"valor de la semana pasada 259 , valor esta semana 177"
True,"valor de la semana pasada 83 , valor esta semana 82"
False,"valor de la semana pasada 459 , valor esta semana 479"
True,"valor de la semana pasada 263 , valor esta semana 120"
True,"valor de la semana pasada 189 , valor esta semana 163"
True,"valor de la semana pasada 306 , valor esta semana 92"
True,"valor de la semana pasada 126 , valor esta semana 123"
False,"valor de la semana pasada 216 , valor esta semana 252"
True,"valor de la semana pasada 85 , valor esta semana 47"
True,"valor de la semana pasada 295 , valor esta semana 216"
False,"valor de la semana pasada 429 , valor esta semana 434"
False,"valor de la semana pasada 346 , valor esta semana 354"
False,"valor de la semana pasada 74 , valor esta semana 110"
False,"valor de la semana pasada 486 , valor esta semana 536"
False,"valor de la semana pasada 175 , valor esta semana 222"
True,"valor de la semana pasada 223 , valor esta semana 194"
True,"valor de la semana pasada 239 , valor esta semana 148"
False,"valor de la semana pasada 356 , valor esta semana 390"
True,"valor de la semana pasada 309 , valor esta semana 105"
False,"valor de la semana pasada 178 , valor esta semana 214"
False,"valor de la semana pasada 118 , valor esta semana 129"
True,"valor de la semana pasada 442 , valor esta semana 402"
True,"valor de la semana pasada 367 , valor esta semana 80"
False,"valor de la semana pasada 329 , valor esta semana 374"
True,"valor de la semana pasada 104 , valor esta semana 38"
False,"valor de la semana pasada 373 , valor esta semana 414"
False,"valor de la semana pasada 90 , valor esta semana 140"
True,"valor de la semana pasada 485 , valor esta semana 459"
False,"valor de la semana pasada 138 , valor esta semana 165"
False,"valor de la semana pasada 61 , valor esta semana 92"
False,"valor de la semana pasada 413 , valor esta semana 427"
False,"valor de la semana pasada 152 , valor esta semana 167"
True,"valor de la semana pasada 267 , valor esta semana 123"
False,"valor de la semana pasada 328 , valor esta semana 340"
True,"valor de la semana pasada 458 , valor esta semana 67"
False,"valor de la semana pasada 466 , valor esta semana 482"
True,"valor de la semana pasada 258 , valor esta semana 221"
False,"valor de la semana pasada 322 , valor esta semana 354"
True,"valor de la semana pasada 498 , valor esta semana 236"
False,"valor de la semana pasada 365 , valor esta semana 415"
False,"valor de la semana pasada 346 , valor esta semana 348"
False,"valor de la semana pasada 230 , valor esta semana 259"
True,"valor de la semana pasada 53 , valor esta semana 39"
False,"valor de la semana pasada 406 , valor esta semana 406"
True,"valor de la semana pasada 326 , valor esta semana 184"
False,"valor de la semana pasada 312 , valor esta semana 359"
False,"valor de la semana pasada 211 , valor esta semana 245"
False,"valor de la semana pasada 380 , valor esta semana 415"
False,"valor de la semana pasada 194 , valor esta semana 228"
False,"valor de la semana pasada 469 , valor esta semana 502"
False,"valor de la semana pasada 259 , valor esta semana 296"
True,"valor de la semana pasada 207 , valor esta semana 63"
True,"valor de la semana pasada 309 , valor esta semana 101"
False,"valor de la semana pasada 331 , valor esta semana 341"
False,"valor de la semana pasada 179 , valor esta semana 206"
False,"valor de la semana pasada 426 , valor esta semana 428"
True,"valor de la semana pasada 238 , valor esta semana 102"
False,"valor de la semana pasada 387 , valor esta semana 429"
False,"valor de la semana pasada 59 , valor esta semana 64"
True,"valor de la semana pasada 483 , valor esta semana 167"
True,"valor de la semana pasada 287 , valor esta semana 220"
False,"valor de la semana pasada 375 , valor esta semana 405"
True,"valor de la semana pasada 443 , valor esta semana 263"
True,"valor de la semana pasada 461 , valor esta semana 211"
True,"valor de la semana pasada 124 , valor esta semana 32"
False,"valor de la semana pasada 138 , valor esta semana 161"
True,"valor de la semana pasada 489 , valor esta semana 432"
False,"valor de la semana pasada 197 , valor esta semana 223"
False,"valor de la semana pasada 182 , valor esta semana 200"
True,"valor de la semana pasada 428 , valor esta semana 170"
True,"valor de la semana pasada 271 , valor esta semana 263"
True,"valor de la semana pasada 298 , valor esta semana 281"
False,"valor de la semana pasada 255 , valor esta semana 260"
True,"valor de la semana pasada 82 , valor esta semana 39"
False,"valor de la semana pasada 167 , valor esta semana 173"
True,"valor de la semana pasada 179 , valor esta semana 55"
False,"valor de la semana pasada 254 , valor esta semana 265"
True,"valor de la semana pasada 477 , valor esta semana 248"
False,"valor de la semana pasada 363 , valor esta semana 366"
True,"valor de la semana pasada 331 , valor esta semana 246"
True,"valor de la semana pasada 227 , valor esta semana 196"
False,"valor de la semana pasada 102 , valor esta semana 145"
False,"valor de la semana pasada 264 , valor esta semana 311"
False,"valor de la semana pasada 110 , valor esta semana 153"
True,"valor de la semana pasada 192 , valor esta semana 42"
True,"valor de la semana pasada 452 , valor esta semana 359"
False,"valor de la semana pasada 94 , valor esta semana 101"
True,"valor de la semana pasada 392 , valor esta semana 379"
True,"valor de la semana pasada 310 , valor esta semana 231"
False,"valor de la semana pasada 109 , valor esta semana 139"
True,"valor de la semana pasada 104 , valor esta semana 55"
False,"valor de la semana pasada 135 , valor esta semana 161"
False,"valor de la semana pasada 430 , valor esta semana 464"
False,"valor de la semana pasada 197 , valor esta semana 237"
False,"valor de la semana pasada 464 , valor esta semana 477"
False,"valor de la semana pasada 453 , valor esta semana 474"
True,"valor de la semana pasada 490 , valor esta semana 34"
False,"valor de la semana pasada 437 , valor esta semana 479"
False,"valor de la semana pasada 227 , valor esta semana 272"
True,"valor de la semana pasada 186 , valor esta semana 142"
False,"valor de la semana pasada 203 , valor esta semana 209"
False,"valor de la semana pasada 167 , valor esta semana 184"
True,"valor de la semana pasada 411 , valor esta semana 105"
True,"valor de la semana pasada 116 , valor esta semana 82"
False,"valor de la semana pasada 337 , valor esta semana 340"
False,"valor de la semana pasada 322 , valor esta semana 354"
False,"valor de la semana pasada 126 , valor esta semana 143"
True,"valor de la semana pasada 193 , valor esta semana 108"
True,"valor de la semana pasada 186 , valor esta semana 157"
False,"valor de la semana pasada 238 , valor esta semana 253"
True,"valor de la semana pasada 223 , valor esta semana 76"
False,"valor de la semana pasada 428 , valor esta semana 472"
False,"valor de la semana pasada 280 , valor esta semana 283"
True,"valor de la semana pasada 308 , valor esta semana 99"
False,"valor de la semana pasada 380 , valor esta semana 393"
False,"valor de la semana pasada 211 , valor esta semana 241"
True,"valor de la semana pasada 218 , valor esta semana 65"
True,"valor de la semana pasada 407 , valor esta semana 75"
False,"valor de la semana pasada 375 , valor esta semana 419"
False,"valor de la semana pasada 75 , valor esta semana 118"
True,"valor de la semana pasada 109 , valor esta semana 55"
False,"valor de la semana pasada 307 , valor esta semana 326"
True,"valor de la semana pasada 266 , valor esta semana 228"
False,"valor de la semana pasada 60 , valor esta semana 99"
True,"valor de la semana pasada 162 , valor esta semana 87"
False,"valor de la semana pasada 193 , valor esta semana 214"
False,"valor de la semana pasada 187 , valor esta semana 220"
True,"valor de la semana pasada 244 , valor esta semana 114"
True,"valor de la semana pasada 227 , valor esta semana 94"
True,"valor de la semana pasada 444 , valor esta semana 323"
True,"valor de la semana pasada 71 , valor esta semana 35"
False,"valor de la semana pasada 421 , valor esta semana 440"
True,"valor de la semana pasada 212 , valor esta semana 165"
True,"valor de la semana pasada 75 , valor esta semana 35"
False,"valor de la semana pasada 121 , valor esta semana 144"
False,"valor de la semana pasada 418 , valor esta semana 433"
False,"valor de la semana pasada 98 , valor esta semana 115"
False,"valor de la semana pasada 54 , valor esta semana 74"
True,"valor de la semana pasada 107 , valor esta semana 46"
False,"valor de la semana pasada 360 , valor esta semana 377"
True,"valor de la semana pasada 257 , valor esta semana 177"
False,"valor de la semana pasada 367 , valor esta semana 397"
True,"valor de la semana pasada 338 , valor esta semana 231"
False,"valor de la semana pasada 204 , valor esta semana 244"
False,"valor de la semana pasada 204 , valor esta semana 207"
False,"valor de la semana pasada 357 , valor esta semana 368"
True,"valor de la semana pasada 173 , valor esta semana 141"
False,"valor de la semana pasada 190 , valor esta semana 206"
True,"valor de la semana pasada 325 , valor esta semana 301"
True,"valor de la semana pasada 184 , valor esta semana 133"
True,"valor de la semana pasada 412 , valor esta semana 221"
False,"valor de la semana pasada 85 , valor esta semana 119"
False,"valor de la semana pasada 235 , valor esta semana 281"
False,"valor de la semana pasada 309 , valor esta semana 310"
True,"valor de la semana pasada 366 , valor esta semana 97"
True,"valor de la semana pasada 129 , valor esta semana 104"
False,"valor de la semana pasada 122 , valor esta semana 135"
False,"valor de la semana pasada 297 , valor esta semana 346"
True,"valor de la semana pasada 221 , valor esta semana 104"
True,"valor de la semana pasada 131 , valor esta semana 78"
True,"valor de la semana pasada 476 , valor esta semana 90"
True,"valor de la semana pasada 357 , valor esta semana 181"
False,"valor de la semana pasada 391 , valor esta semana 431"
False,"valor de la semana pasada 359 , valor esta semana 393"
False,"valor de la semana pasada 54 , valor esta semana 95"
True,"valor de la semana pasada 117 , valor esta semana 101"
True,"valor de la semana pasada 101 , valor esta semana 85"
False,"valor de la semana pasada 356 , valor esta semana 373"
True,"valor de la semana pasada 239 , valor esta semana 185"
True,"valor de la semana pasada 286 , valor esta semana 271"
True,"valor de la semana pasada 448 , valor esta semana 390"
True,"valor de la semana pasada 407 , valor esta semana 51"
True,"valor de la semana pasada 475 , valor esta semana 101"
False,"valor de la semana pasada 321 , valor esta semana 343"
True,"valor de la semana pasada 332 , valor esta semana 320"
True,"valor de la semana pasada 385 , valor esta semana 272"
False,"valor de la semana pasada 469 , valor esta semana 508"
True,"valor de la semana pasada 172 , valor esta semana 121"
True,"valor de la semana pasada 496 , valor esta semana 427"
False,"valor de la semana pasada 70 , valor esta semana 90"
False,"valor de la semana pasada 266 , valor esta semana 288"
False,"valor de la semana pasada 179 , valor esta semana 228"
False,"valor de la semana pasada 78 , valor esta semana 104"
True,"valor de la semana pasada 242 , valor esta semana 223"
True,"valor de la semana pasada 467 , valor esta semana 438"
True,"valor de la semana pasada 408 , valor esta semana 342"
True,"valor de la semana pasada 315 , valor esta semana 204"
True,"valor de la semana pasada 394 , valor esta semana 292"
False,"valor de la semana pasada 138 , valor esta semana 178"
False,"valor de la semana pasada 299 , valor esta semana 347"
True,"valor de la semana pasada 413 , valor esta semana 328"
True,"valor de la semana pasada 61 , valor esta semana 36"
False,"valor de la semana pasada 246 , valor esta semana 257"
False,"valor de la semana pasada 253 , valor esta semana 259"
True,"valor de la semana pasada 177 , valor esta semana 114"
